island,region,old_region,year,beekeepers,apiaries,hives,hives_beekeeper,apiary_beekeeper,type
North,PalmerstonNorth,PalmerstonNorth,1967,5,63,615,123,12.6,semicom
South,Blenheim,Nelson,1967,20,116,2426,121.3,5.8,semicom
South,Canterbury,Christchurch,1967,27,266,2820,104.4444444,9.851851852,semicom
South,Otago_Southland,Oamaru,1967,26,244,3274,125.9230769,9.384615385,semicom
South,Otago_Southland,Gore,1967,20,180,2038,101.9,9,semicom
North,Whangarei,Northland,1969,12,82,1478,123.1666667,6.833333333,semicom
North,Whangarei,Auckland,1969,11,78,1288,117.0909091,7.090909091,semicom
North,Hamilton,Hamilton,1969,24,183,2892,120.5,7.625,semicom
North,Tauranga,Tauranga,1969,20,95,2332,116.6,4.75,semicom
North,PalmerstonNorth,Hastings,1969,12,80,1075,89.58333333,6.666666667,semicom
North,PalmerstonNorth,Hawera,1969,16,105,1966,122.875,6.5625,semicom
North,PalmerstonNorth,PalmerstonNorth,1969,14,128,1461,104.3571429,9.142857143,semicom
South,Blenheim,Nelson,1969,16,82,1637,102.3125,5.125,semicom
South,Canterbury,Christchurch,1969,27,302,2941,108.9259259,11.18518519,semicom
South,Otago_Southland,Oamaru,1969,18,167,2245,124.7222222,9.277777778,semicom
South,Otago_Southland,Gore,1969,22,195,2736,124.3636364,8.863636364,semicom
North,Whangarei,Northland,1973,15,72,745,49.66666667,4.8,semicom
North,Whangarei,Auckland,1973,16,123,1714,107.125,7.6875,semicom
North,Hamilton,Hamilton,1973,13,124,1940,149.2307692,9.538461538,semicom
North,Tauranga,Tauranga,1973,28,151,3084,110.1428571,5.392857143,semicom
North,PalmerstonNorth,Hastings,1973,11,104,1734,157.6363636,9.454545455,semicom
North,PalmerstonNorth,PalmerstonNorth,1973,6,213,3390,565,35.5,semicom
North,PalmerstonNorth,Hawera,1973,15,107,1170,78,7.133333333,semicom
South,Blenheim,Nelson,1973,20,139,2781,139.05,6.95,semicom
South,Canterbury,Christchurch,1973,20,308,2324,116.2,15.4,semicom
South,Otago_Southland,Oamaru,1973,36,344,4376,121.5555556,9.555555556,semicom
South,Otago_Southland,Gore,1973,15,133,1872,124.8,8.866666667,semicom
North,Whangarei,Northland,1975,10,153,1863,186.3,15.3,semicom
North,Whangarei,Auckland,1975,15,145,2262,150.8,9.666666667,semicom
North,Hamilton,Hamilton,1975,12,121,1933,161.0833333,10.08333333,semicom
North,Tauranga,Tauranga,1975,14,150,2451,175.0714286,10.71428571,semicom
North,PalmerstonNorth,Hastings,1975,8,48,942,117.75,6,semicom
North,PalmerstonNorth,PalmerstonNorth,1975,13,107,1116,85.84615385,8.230769231,semicom
North,PalmerstonNorth,Hawera,1975,12,122,1759,146.5833333,10.16666667,semicom
South,Blenheim,Nelson,1975,15,166,2375,158.3333333,11.06666667,semicom
South,Canterbury,Christchurch,1975,24,289,3156,131.5,12.04166667,semicom
South,Otago_Southland,Oamaru,1975,17,207,2453,144.2941176,12.17647059,semicom
South,Otago_Southland,Gore,1975,15,182,2488,165.8666667,12.13333333,semicom
North,Whangarei,Auckland,1977,36,315,3929,109.1388889,8.75,semicom
North,Hamilton,Hamilton,1977,13,168,1945,149.6153846,12.92307692,semicom
North,Tauranga,Tauranga,1977,13,221,3257,250.5384615,17,semicom
North,PalmerstonNorth,Hastings,1977,7,39,663,94.71428571,5.571428571,semicom
North,PalmerstonNorth,PalmerstonNorth,1977,12,131,1385,115.4166667,10.91666667,semicom
North,PalmerstonNorth,Hawera,1977,13,108,1387,106.6923077,8.307692308,semicom
South,Blenheim,Nelson,1977,9,161,2606,289.5555556,17.88888889,semicom
South,Canterbury,Christchurch,1977,22,281,2824,128.3636364,12.77272727,semicom
South,Otago_Southland,Oamaru,1977,20,260,3210,160.5,13,semicom
South,Otago_Southland,Gore,1977,19,183,2401,126.3684211,9.631578947,semicom
North,Whangarei,North Auckland,1978,18,202,2210,122.7777778,11.22222222,semicom
North,Whangarei,Auckland,1978,18,144,1922,106.7777778,8,semicom
North,Hamilton,Hamilton,1978,16,214,2123,132.6875,13.375,semicom
North,Tauranga,Tauranga,1978,15,161,2385,159,10.73333333,semicom
North,PalmerstonNorth,Hastings,1978,6,45,561,93.5,7.5,semicom
North,PalmerstonNorth,Hawera,1978,12,95,1277,106.4166667,7.916666667,semicom
North,PalmerstonNorth,PalmerstonNorth,1978,16,123,1793,112.0625,7.6875,semicom
South,Blenheim,Nelson,1978,11,90,1046,95.09090909,8.181818182,semicom
South,Canterbury,Christchurch,1978,22,234,2500,113.6363636,10.63636364,semicom
South,Otago_Southland,Oamaru,1978,21,254,3098,147.5238095,12.0952381,semicom
South,Otago_Southland,Gore,1978,20,225,2620,131,11.25,semicom
North,Whangarei,North Auckland,1979,20,225,2441,122.05,11.25,semicom
North,Whangarei,Auckland,1979,22,192,2515,114.3181818,8.727272727,semicom
North,Hamilton,Hamilton,1979,22,230,3011,136.8636364,10.45454545,semicom
North,Tauranga,Tauranga,1979,18,185,2817,156.5,10.27777778,semicom
North,PalmerstonNorth,Hastings,1979,7,46,687,98.14285714,6.571428571,semicom
North,PalmerstonNorth,Hawera,1979,15,98,1328,88.53333333,6.533333333,semicom
North,PalmerstonNorth,PalmerstonNorth,1979,12,122,1524,127,10.16666667,semicom
South,Blenheim,Nelson,1979,21,235,2442,116.2857143,11.19047619,semicom
South,Canterbury,Christchurch,1979,23,259,2534,110.173913,11.26086957,semicom
South,Otago_Southland,Oamaru,1979,29,335,4196,144.6896552,11.55172414,semicom
South,Otago_Southland,Gore,1979,18,170,2366,131.4444444,9.444444444,semicom
North,Whangarei,North Auckland,1980,23,251,2786,121.1304348,10.91304348,semicom
North,Whangarei,Auckland,1980,21,206,2542,121.047619,9.80952381,semicom
North,Hamilton,Hamilton,1980,24,206,2778,115.75,8.583333333,semicom
North,Tauranga,Tauranga,1980,21,185,3057,145.5714286,8.80952381,semicom
North,PalmerstonNorth,Hastings,1980,15,125,1643,109.5333333,8.333333333,semicom
North,PalmerstonNorth,PalmerstonNorth,1980,23,214,2486,108.0869565,9.304347826,semicom
South,Blenheim,Nelson,1980,28,319,3250,116.0714286,11.39285714,semicom
South,Canterbury,Christchurch,1980,24,241,3078,128.25,10.04166667,semicom
South,Otago_Southland,Oamaru,1980,27,354,4241,157.0740741,13.11111111,semicom
South,Otago_Southland,Gore,1980,20,160,2171,108.55,8,semicom
North,Whangarei,North Auckland,1981,26,262,2891,111.1923077,10.07692308,semicom
North,Whangarei,Auckland,1981,23,163,1976,85.91304348,7.086956522,semicom
North,Hamilton,Hamilton,1981,25,264,3362,134.48,10.56,semicom
North,Tauranga,Tauranga,1981,32,212,3147,98.34375,6.625,semicom
North,PalmerstonNorth,PalmerstonNorth,1981,31,288,3211,103.5806452,9.290322581,semicom
South,Blenheim,Nelson,1981,33,296,3532,107.030303,8.96969697,semicom
South,Canterbury,Christchurch,1981,34,278,3586,105.4705882,8.176470588,semicom
South,Otago_Southland,Oamaru,1981,27,358,4114,152.3703704,13.25925926,semicom
South,Otago_Southland,Gore,1981,20,164,1841,92.05,8.2,semicom
North,Whangarei,North Auckland,1982,23,284,2197,95.52173913,12.34782609,semicom
North,Whangarei,Auckland,1982,24,186,2454,102.25,7.75,semicom
North,Hamilton,Hamilton,1982,21,199,2565,122.1428571,9.476190476,semicom
North,Tauranga,Tauranga,1982,38,233,3830,100.7894737,6.131578947,semicom
North,PalmerstonNorth,PalmerstonNorth,1982,33,346,3920,118.7878788,10.48484848,semicom
South,Blenheim,Nelson,1982,31,328,3598,116.0645161,10.58064516,semicom
South,Canterbury,Christchurch,1982,38,316,4149,109.1842105,8.315789474,semicom
South,Otago_Southland,Oamaru,1982,30,357,4151,138.3666667,11.9,semicom
South,Otago_Southland,Gore,1982,22,181,2147,97.59090909,8.227272727,semicom
North,Whangarei,North Auckland,1983,22,227,2927,133.0454545,10.31818182,semicom
North,Whangarei,Auckland,1983,30,258,3652,121.7333333,8.6,semicom
North,Hamilton,Hamilton,1983,7,269,4185,597.8571429,38.42857143,semicom
North,Tauranga,Tauranga,1983,51,432,5885,115.3921569,8.470588235,semicom
North,PalmerstonNorth,PalmerstonNorth,1983,30,308,3503,116.7666667,10.26666667,semicom
South,Blenheim,Nelson,1983,39,1161,5046,129.3846154,29.76923077,semicom
South,Canterbury,Christchurch,1983,40,477,4726,118.15,11.925,semicom
South,Otago_Southland,Oamaru,1983,38,399,4577,120.4473684,10.5,semicom
South,Otago_Southland,Gore,1983,18,169,1885,104.7222222,9.388888889,semicom
North,Whangarei,North Auckland,1984,34,330,4021,118.2647059,9.705882353,semicom
North,Whangarei,Auckland,1984,32,303,3956,123.625,9.46875,semicom
North,Hamilton,Hamilton,1984,47,356,4826,102.6808511,7.574468085,semicom
North,Tauranga,Tauranga,1984,62,453,7305,117.8225806,7.306451613,semicom
North,PalmerstonNorth,PalmerstonNorth,1984,25,239,2642,105.68,9.56,semicom
South,Blenheim,Nelson,1984,36,452,4373,121.4722222,12.55555556,semicom
South,Canterbury,Christchurch,1984,48,499,5830,121.4583333,10.39583333,semicom
South,Otago_Southland,Oamaru,1984,41,488,5138,125.3170732,11.90243902,semicom
South,Otago_Southland,Gore,1984,16,163,2019,126.1875,10.1875,semicom
North,Whangarei,North Auckland,1985,26,238,2783,107.0384615,9.153846154,semicom
North,Whangarei,Auckland,1985,32,293,3867,120.84375,9.15625,semicom
North,Hamilton,Hamilton,1985,39,386,5006,128.3589744,9.897435897,semicom
North,Tauranga,Tauranga,1985,45,797,7568,168.1777778,17.71111111,semicom
North,PalmerstonNorth,PalmerstonNorth,1985,34,370,4128,121.4117647,10.88235294,semicom
South,Blenheim,Nelson,1985,32,359,3992,124.75,11.21875,semicom
South,Canterbury,Christchurch,1985,45,419,5651,125.5777778,9.311111111,semicom
South,Otago_Southland,Oamaru,1985,37,474,5075,137.1621622,12.81081081,semicom
South,Otago_Southland,Gore,1985,18,184,2048,113.7777778,10.22222222,semicom
North,Whangarei,Whangarei,1986,26,269,3093,118.9615385,10.34615385,semicom
North,Whangarei,Auckland,1986,35,325,4132,118.0571429,9.285714286,semicom
North,Hamilton,Hamilton,1986,35,328,4497,128.4857143,9.371428571,semicom
North,Tauranga,Tauranga,1986,52,502,8805,169.3269231,9.653846154,semicom
North,PalmerstonNorth,PalmerstonNorth,1986,39,390,4501,115.4102564,10,semicom
South,Blenheim,Nelson,1986,31,377,4013,129.4516129,12.16129032,semicom
South,Canterbury,Christchurch,1986,48,440,619,12.89583333,9.166666667,semicom
South,Otago_Southland,Oamaru,1986,40,490,4996,124.9,12.25,semicom
South,Otago_Southland,Gore,1986,18,183,1909,106.0555556,10.16666667,semicom
North,Whangarei,Whangarei,1987,30,294,3398,113.2666667,9.8,semicom
North,Whangarei,Auckland,1987,33,276,3829,116.030303,8.363636364,semicom
North,Hamilton,Hamilton,1987,34,329,4953,145.6764706,9.676470588,semicom
North,Tauranga,Tauranga,1987,49,414,6870,140.2040816,8.448979592,semicom
North,PalmerstonNorth,PalmerstonNorth,1987,41,464,4948,120.6829268,11.31707317,semicom
South,Blenheim,Nelson,1987,39,367,4523,115.974359,9.41025641,semicom
South,Canterbury,Christchurch,1987,52,455,6944,133.5384615,8.75,semicom
South,Otago_Southland,Oamaru,1987,37,489,5074,137.1351351,13.21621622,semicom
South,Otago_Southland,Gore,1987,27,228,2368,87.7037037,8.444444444,semicom
North,Whangarei,Whangarei,1988,22,249,2786,126.6363636,11.31818182,semicom
North,Whangarei,Auckland,1988,36,302,4552,126.4444444,8.388888889,semicom
North,Hamilton,Hamilton,1988,38,297,3841,101.0789474,7.815789474,semicom
North,Tauranga,Tauranga,1988,26,471,6678,256.8461538,18.11538462,semicom
North,PalmerstonNorth,PalmerstonNorth,1988,42,490,5400,128.5714286,11.66666667,semicom
South,Blenheim,Nelson,1988,41,465,5287,128.9512195,11.34146341,semicom
South,Canterbury,Christchurch,1988,73,698,9324,127.7260274,9.561643836,semicom
South,Otago_Southland,Gore,1988,51,552,6012,117.8823529,10.82352941,semicom
North,Whangarei,Whangarei,1989,19,232,2979,156.7894737,12.21052632,semicom
North,Whangarei,Auckland,1989,27,281,4306,159.4814815,10.40740741,semicom
North,Hamilton,Hamilton,1989,34,307,3882,114.1764706,9.029411765,semicom
North,Tauranga,Tauranga,1989,56,453,7313,130.5892857,8.089285714,semicom
North,PalmerstonNorth,PalmerstonNorth,1989,44,524,5227,118.7954545,11.90909091,semicom
South,Blenheim,Nelson,1989,34,357,4076,119.8823529,10.5,semicom
South,Canterbury,Christchurch,1989,57,64,7709,135.245614,1.122807018,semicom
South,Otago_Southland,Gore,1989,51,580,6256,122.6666667,11.37254902,semicom
North,Whangarei,Whangarei,1990,41,379,5116,124.7804878,9.243902439,semicom
North,Hamilton,Hamilton,1990,32,321,4294,134.1875,10.03125,semicom
North,Tauranga,Tauranga,1990,56,496,7099,126.7678571,8.857142857,semicom
North,PalmerstonNorth,PalmerstonNorth,1990,40,459,4449,111.225,11.475,semicom
South,Blenheim,Nelson,1990,31,291,3496,112.7741935,9.387096774,semicom
South,Canterbury,Christchurch,1990,63,633,7499,119.031746,10.04761905,semicom
South,Otago_Southland,Gore,1990,48,539,5794,120.7083333,11.22916667,semicom
North,Whangarei,Whangarei,1991,29,268,3586,123.6551724,9.24137931,semicom
North,Hamilton,Hamilton,1991,31,276,3787,122.1612903,8.903225806,semicom
North,Tauranga,Tauranga,1991,51,430,6400,125.4901961,8.431372549,semicom
North,PalmerstonNorth,PalmerstonNorth,1991,40,426,4281,107.025,10.65,semicom
South,Blenheim,Blenheim,1991,29,338,3914,134.9655172,11.65517241,semicom
South,Canterbury,Lincoln,1991,59,619,7546,127.8983051,10.49152542,semicom
South,Otago_Southland,Alexandra,1991,45,541,5327,118.3777778,12.02222222,semicom
North,Whangarei,Whangarei,1992,33,273,3959,119.969697,8.272727273,semicom
North,Hamilton,Hamilton,1992,24,215,3239,134.9583333,8.958333333,semicom
North,Tauranga,Tauranga,1992,49,435,5876,119.9183673,8.87755102,semicom
North,PalmerstonNorth,PalmerstonNorth,1992,40,402,3846,96.15,10.05,semicom
South,Blenheim,Blenheim,1992,28,385,4487,160.25,13.75,semicom
South,Canterbury,Lincoln,1992,43,505,5604,130.3255814,11.74418605,semicom
South,Otago_Southland,Alexandra,1992,39,492,4586,117.5897436,12.61538462,semicom
North,Whangarei,Whangarei,1993,30,327,3948,131.6,10.9,semicom
North,Hamilton,Hamilton,1993,24,214,3070,127.9166667,8.916666667,semicom
North,Tauranga,Tauranga,1993,52,467,6319,121.5192308,8.980769231,semicom
North,PalmerstonNorth,PalmerstonNorth,1993,41,526,4776,116.4878049,12.82926829,semicom
South,Blenheim,Blenheim,1993,25,373,3861,154.44,14.92,semicom
South,Canterbury,Lincoln,1993,45,575,6425,142.7777778,12.77777778,semicom
South,Otago_Southland,Invermay ,1993,45,586,5440,120.8888889,13.02222222,semicom
North,Whangarei,Whangarei,1994,NA,NA,NA,NA,NA,semicom
North,Hamilton,Hamilton,1994,NA,NA,NA,NA,NA,semicom
North,Tauranga,Tauranga,1994,NA,NA,NA,NA,NA,semicom
North,PalmerstonNorth,PalmerstonNorth,1994,NA,NA,NA,NA,NA,semicom
South,Blenheim,Blenheim,1994,NA,NA,NA,NA,NA,semicom
South,Canterbury,Lincoln,1994,NA,NA,NA,NA,NA,semicom
South,Otago_Southland,Invermay ,1994,NA,NA,NA,NA,NA,semicom
North,Whangarei,Whangarei,1995,35,362,4178,119.3714286,10.34285714,semicom
North,Hamilton,Hamilton,1995,24,245,3485,145.2083333,10.20833333,semicom
North,Tauranga,Tauranga,1995,51,485,6175,121.0784314,9.509803922,semicom
North,PalmerstonNorth,PalmerstonNorth,1995,37,462,4451,120.2972973,12.48648649,semicom
South,Blenheim,Blenheim,1995,22,249,2703,122.8636364,11.31818182,semicom
South,Canterbury,Lincoln,1995,44,473,5105,116.0227273,10.75,semicom
South,Otago_Southland,Invermay ,1995,41,482,5048,123.1219512,11.75609756,semicom
North,Whangarei,Whangarei,1996,35,344,4111,117.4571429,9.828571429,semicom
North,Hamilton,Hamilton,1996,18,212,2695,149.7222222,11.77777778,semicom
North,Tauranga,Tauranga,1996,48,478,5267,109.7291667,9.958333333,semicom
North,PalmerstonNorth,PalmerstonNorth,1996,38,521,4601,121.0789474,13.71052632,semicom
South,Blenheim,Blenheim,1996,18,203,1967,109.2777778,11.27777778,semicom
South,Canterbury,Lincoln,1996,42,534,5307,126.3571429,12.71428571,semicom
South,Otago_Southland,Invermay ,1996,41,533,5707,139.195122,13,semicom
North,Whangarei,Whangarei,1997,35,343,4370,124.8571429,9.8,semicom
North,Hamilton,Hamilton,1997,17,184,2286,134.4705882,10.82352941,semicom
North,Tauranga,Tauranga,1997,42,401,4756,113.2380952,9.547619048,semicom
North,PalmerstonNorth,PalmerstonNorth,1997,43,463,4693,109.1395349,10.76744186,semicom
South,Blenheim,Blenheim,1997,25,269,3090,123.6,10.76,semicom
South,Canterbury,Lincoln,1997,43,526,5265,122.4418605,12.23255814,semicom
South,Otago_Southland,Invermay ,1997,42,444,5015,119.4047619,10.57142857,semicom
North,Whangarei,Whangarei,1998,NA,NA,NA,NA,NA,semicom
North,Hamilton,Hamilton,1998,NA,NA,NA,NA,NA,semicom
North,Tauranga,Tauranga,1998,NA,NA,NA,NA,NA,semicom
North,PalmerstonNorth,PalmerstonNorth,1998,NA,NA,NA,NA,NA,semicom
South,Blenheim,Blenheim,1998,NA,NA,NA,NA,NA,semicom
South,Canterbury,Lincoln,1998,NA,NA,NA,NA,NA,semicom
South,Otago_Southland,Invermay ,1998,NA,NA,NA,NA,NA,semicom
North,Whangarei,Whangarei,1999,41,338,4712,114.9268293,8.243902439,semicom
North,Hamilton,Hamilton,1999,21,215,3300,157.1428571,10.23809524,semicom
North,Tauranga,Tauranga,1999,44,292,4773,108.4772727,6.636363636,semicom
North,PalmerstonNorth,PalmerstonNorth,1999,50,464,5865,117.3,9.28,semicom
South,Blenheim,Blenheim,1999,28,186,3505,125.1785714,6.642857143,semicom
South,Canterbury,Canterbury,1999,40,493,4942,123.55,12.325,semicom
South,Otago_Southland,Otago_Southland,1999,36,351,4308,119.6666667,9.75,semicom
North,Whangarei,Whangarei,2000,38,314,4503,118.5,8.263157895,semicom
North,Hamilton,Hamilton,2000,21,182,2774,132.0952381,8.666666667,semicom
North,Tauranga,Tauranga,2000,42,285,4694,111.7619048,6.785714286,semicom
North,PalmerstonNorth,PalmerstonNorth,2000,46,386,5164,112.2608696,8.391304348,semicom
South,Blenheim,Blenheim,2000,24,163,3082,128.4166667,6.791666667,semicom
South,Canterbury,Canterbury,2000,38,449,5220,137.3684211,11.81578947,semicom
South,Otago_Southland,Otago_Southland,2000,33,329,3891,117.9090909,9.96969697,semicom
North,Whangarei,Whangarei,2001,36,289,4182,116.1666667,8.027777778,semicom
North,Hamilton,Hamilton,2001,18,195,2840,157.7777778,10.83333333,semicom
North,Tauranga,Tauranga,2001,35,223,3789,108.2571429,6.371428571,semicom
North,PalmerstonNorth,PalmerstonNorth,2001,49,411,5133,104.755102,8.387755102,semicom
South,Blenheim,Blenheim,2001,24,209,3497,145.7083333,8.708333333,semicom
South,Canterbury,Canterbury,2001,35,381,4374,124.9714286,10.88571429,semicom
South,Otago_Southland,Otago_Southland,2001,29,302,3991,137.6206897,10.4137931,semicom
North,Whangarei,Whangarei,2002,31,207,3424,110.4516129,6.677419355,semicom
North,Hamilton,Hamilton,2002,20,208,2783,139.15,10.4,semicom
North,Tauranga,Tauranga,2002,35,242,3790,108.2857143,6.914285714,semicom
North,PalmerstonNorth,PalmerstonNorth,2002,47,414,5328,113.3617021,8.808510638,semicom
South,Blenheim,Blenheim,2002,26,206,3521,135.4230769,7.923076923,semicom
South,Canterbury,Canterbury,2002,31,352,3798,122.516129,11.35483871,semicom
South,Otago_Southland,Otago_Southland,2002,26,251,3498,134.5384615,9.653846154,semicom
North,Whangarei,Whangarei,2003,29,230,3663,126.3103448,7.931034483,semicom
North,Hamilton,Hamilton,2003,17,174,2302,135.4117647,10.23529412,semicom
North,Tauranga,Tauranga,2003,31,238,3711,119.7096774,7.677419355,semicom
North,PalmerstonNorth,PalmerstonNorth,2003,44,432,5087,115.6136364,9.818181818,semicom
South,Blenheim,Blenheim,2003,21,187,3185,151.6666667,8.904761905,semicom
South,Canterbury,Canterbury,2003,32,419,4175,130.46875,13.09375,semicom
South,Otago_Southland,Otago_Southland,2003,29,267,3567,123,9.206896552,semicom
North,Whangarei,Whangarei,2004,30,235,3692,123.0666667,7.833333333,semicom
North,Hamilton,Hamilton,2004,13,132,1800,138.4615385,10.15384615,semicom
North,Tauranga,Tauranga,2004,34,254,4147,121.9705882,7.470588235,semicom
North,PalmerstonNorth,PalmerstonNorth,2004,33,331,3737,113.2424242,10.03030303,semicom
South,Blenheim,Blenheim,2004,21,180,3008,143.2380952,8.571428571,semicom
South,Canterbury,Canterbury,2004,23,269,2885,125.4347826,11.69565217,semicom
South,Otago_Southland,Otago_Southland,2004,28,258,3341,119.3214286,9.214285714,semicom
North,Whangarei,Whangarei,2005,29,269,3533,121.8275862,9.275862069,semicom
North,Hamilton,Hamilton,2005,14,136,1881,134.3571429,9.714285714,semicom
North,Tauranga,Tauranga,2005,34,229,4070,119.7058824,6.735294118,semicom
North,PalmerstonNorth,PalmerstonNorth,2005,30,309,3591,119.7,10.3,semicom
South,Blenheim,Blenheim,2005,20,179,2711,135.55,8.95,semicom
South,Canterbury,Canterbury,2005,23,258,2509,109.0869565,11.2173913,semicom
South,Otago_Southland,Otago_Southland,2005,33,302,3696,112,9.151515152,semicom
North,Whangarei,Whangarei,2006,28,281,3368,120.2857143,10.03571429,semicom
North,Hamilton,Hamilton,2006,17,164,2259,132.8823529,9.647058824,semicom
North,Tauranga,Tauranga,2006,33,246,4242,128.5454545,7.454545455,semicom
North,PalmerstonNorth,PalmerstonNorth,2006,31,319,3800,122.5806452,10.29032258,semicom
South,Blenheim,Blenheim,2006,20,179,2492,124.6,8.95,semicom
South,Canterbury,Canterbury,2006,23,337,2675,116.3043478,14.65217391,semicom
South,Otago_Southland,Otago_Southland,2006,32,313,3849,120.28125,9.78125,semicom
North,Whangarei,Whangarei,2007,35,264,4396,125.6,7.542857143,semicom
North,Hamilton,Hamilton,2007,16,157,2130,133.125,9.8125,semicom
North,Tauranga,Tauranga,2007,33,206,3650,110.6060606,6.242424242,semicom
North,PalmerstonNorth,PalmerstonNorth,2007,28,323,3410,121.7857143,11.53571429,semicom
South,Blenheim,Blenheim,2007,17,208,2441,143.5882353,12.23529412,semicom
South,Canterbury,Canterbury,2007,24,324,3442,143.4166667,13.5,semicom
South,Otago_Southland,Otago_Southland,2007,32,321,3878,121.1875,10.03125,semicom
North,Whangarei,Whangarei,2008,39,297,4921,126.1794872,7.615384615,semicom
North,Hamilton,Hamilton,2008,15,120,1685,112.3333333,8,semicom
North,Tauranga,Tauranga,2008,36,260,4474,124.2777778,7.222222222,semicom
North,PalmerstonNorth,PalmerstonNorth,2008,30,309,3530,117.6666667,10.3,semicom
South,Blenheim,Blenheim,2008,16,208,2311,144.4375,13,semicom
South,Canterbury,Canterbury,2008,25,313,3423,136.92,12.52,semicom
South,Otago_Southland,Otago_Southland,2008,26,272,3311,127.3461538,10.46153846,semicom
North,Whangarei,Whangarei,2009,40,287,4791,119.775,7.175,semicom
North,Hamilton,Hamilton,2009,17,163,2564,150.8235294,9.588235294,semicom
North,Tauranga,Tauranga,2009,39,283,4777,122.4871795,7.256410256,semicom
North,PalmerstonNorth,PalmerstonNorth,2009,27,270,3155,116.8518519,10,semicom
South,Blenheim,Blenheim,2009,12,155,1846,153.8333333,12.91666667,semicom
South,Canterbury,Canterbury,2009,31,324,3835,123.7096774,10.4516129,semicom
South,Otago_Southland,Otago_Southland,2009,27,227,3264,120.8888889,8.407407407,semicom
North,Whangarei,Whangarei,2010,42,414,5326,126.8095238,9.857142857,semicom
North,Hamilton,Hamilton,2010,21,190,2764,131.6190476,9.047619048,semicom
North,Tauranga,Tauranga,2010,35,237,4017,114.7714286,6.771428571,semicom
North,PalmerstonNorth,PalmerstonNorth,2010,31,298,3624,116.9032258,9.612903226,semicom
South,Blenheim,Blenheim,2010,11,157,1787,162.4545455,14.27272727,semicom
South,Canterbury,Canterbury,2010,30,315,3453,115.1,10.5,semicom
South,Otago_Southland,Otago_Southland,2010,28,261,3500,125,9.321428571,semicom
South,Blenheim,Blenheim,2011,15,212,2083,138.8666667,14.13333333,semicom
South,Canterbury,Canterbury,2011,28,373,3418,122.0714286,13.32142857,semicom
North,Hamilton,Hamilton,2011,16,117,1861,116.3125,7.3125,semicom
South,Otago_Southland,Otago_Southland,2011,27,254,3598,133.2592593,9.407407407,semicom
North,PalmerstonNorth,PalmerstonNorth,2011,40,355,4555,113.875,8.875,semicom
North,Tauranga,Tauranga,2011,42,277,4422,105.2857143,6.595238095,semicom
North,Whangarei,Whangarei,2011,49,399,5782,118,8.142857143,semicom
South,Blenheim,Blenheim,2012,15,195,2042,136.1333333,13,semicom
South,Canterbury,Canterbury,2012,25,372,3317,132.68,14.88,semicom
North,Hamilton,Hamilton,2012,22,185,2582,117.3636364,8.409090909,semicom
South,Otago_Southland,Otago_Southland,2012,27,263,3286,121.7037037,9.740740741,semicom
North,PalmerstonNorth,PalmerstonNorth,2012,45,438,5957,132.3777778,9.733333333,semicom
North,Tauranga,Tauranga,2012,49,355,5403,110.2653061,7.244897959,semicom
North,Whangarei,Whangarei,2012,52,433,6481,124.6346154,8.326923077,semicom
South,Blenheim,Blenheim,2013,15,230,2048,136.5333333,15.33333333,semicom
South,Canterbury,Canterbury,2013,29,357,3234,111.5172414,12.31034483,semicom
North,Hamilton,Hamilton,2013,20,198,3079,153.95,9.9,semicom
South,Otago_Southland,Otago_Southland,2013,27,268,3365,124.6296296,9.925925926,semicom
North,PalmerstonNorth,PalmerstonNorth,2013,54,495,7894,146.1851852,9.166666667,semicom
North,Tauranga,Tauranga,2013,60,433,6314,105.2333333,7.216666667,semicom
North,Whangarei,Whangarei,2013,58,435,6223,107.2931034,7.5,semicom
South,Blenheim,Blenheim,2014,21,426,2742,130.5714286,20.28571429,semicom
South,Canterbury,Canterbury,2014,29,329,3443,118.7241379,11.34482759,semicom
North,Hamilton,Hamilton,2014,24,223,3554,148.0833333,9.291666667,semicom
South,Otago_Southland,Otago_Southland,2014,27,301,3464,128.2962963,11.14814815,semicom
North,PalmerstonNorth,PalmerstonNorth,2014,57,477,7589,133.1403509,8.368421053,semicom
North,Tauranga,Tauranga,2014,69,513,7549,109.4057971,7.434782609,semicom
North,Whangarei,Whangarei,2014,64,484,7021,109.703125,7.5625,semicom
South,Blenheim,Blenheim,2015,27,545,3626,134.2962963,20.18518519,semicom
South,Canterbury,Canterbury,2015,38,761,4817,126.7631579,20.02631579,semicom
North,Hamilton,Hamilton,2015,34,255,4632,136.2352941,7.5,semicom
South,Otago_Southland,Otago_Southland,2015,25,322,3406,136.24,12.88,semicom
North,PalmerstonNorth,PalmerstonNorth,2015,84,724,10431,124.1785714,8.619047619,semicom
North,Tauranga,Tauranga,2015,88,532,8825,100.2840909,6.045454545,semicom
North,Whangarei,Whangarei,2015,97,829,10162,104.7628866,8.546391753,semicom
North,Whangarei,Auckland,1945,0,0,0,0,0,com
North,Hamilton,Hamilton,1945,0,0,0,0,0,com
North,PalmerstonNorth,Hastings,1945,0,0,0,0,0,com
North,PalmerstonNorth,PalmerstonNorth,1945,0,0,0,0,0,com
South,Blenheim,Nelson,1945,0,0,0,0,0,com
South,Canterbury,Christchurch,1945,0,0,0,0,0,com
South,Otago_Southland,Dunedin,1945,0,0,0,0,0,com
North,Whangarei,Auckland,1946,0,0,0,0,0,com
